Title,Year,Genre,imdbID,Path
I'm Gonna Git You Sucka,1988,"Action, Comedy",tt0095348,images/1988/tt0095348.jpg
They Live,1988,"Action, Horror, Sci-Fi",tt0096256,images/1988/tt0096256.jpg
Mystic Pizza,1988,"Comedy, Drama, Romance",tt0095690,images/1988/tt0095690.jpg
D.O.A.,1988,"Mystery, Thriller",tt0094933,images/1988/tt0094933.jpg
Everybody's All-American,1988,"Drama, Romance, Sport",tt0095119,images/1988/tt0095119.jpg
Casual Sex?,1988,Comedy,tt0094846,images/1988/tt0094846.jpg
Hellbound: Hellraiser II,1988,"Horror, Thriller",tt0095294,images/1988/tt0095294.jpg
Bloodsport,1988,"Action, Biography, Drama",tt0092675,images/1988/tt0092675.jpg
Caddyshack II,1988,"Comedy, Sport",tt0094824,images/1988/tt0094824.jpg
Moon Over Parador,1988,"Comedy, Romance",tt0095654,images/1988/tt0095654.jpg
The Couch Trip,1988,Comedy,tt0094910,images/1988/tt0094910.jpg
Moving,1988,Comedy,tt0095662,images/1988/tt0095662.jpg
Iron Eagle II,1988,"Action, Drama, Romance",tt0095382,images/1988/tt0095382.jpg
Shakedown,1988,"Action, Crime, Drama",tt0096087,images/1988/tt0096087.jpg
The Unbearable Lightness of Being,1988,"Drama, Romance",tt0096332,images/1988/tt0096332.jpg
Bad Dreams,1988,"Horror, Thriller",tt0094701,images/1988/tt0094701.jpg
Switching Channels,1988,"Comedy, Crime",tt0096203,images/1988/tt0096203.jpg
Clean and Sober,1988,Drama,tt0094884,images/1988/tt0094884.jpg
U2: Rattle and Hum,1988,"Documentary, Music",tt0096328,images/1988/tt0096328.jpg
High Spirits,1988,"Comedy, Fantasy, Horror",tt0095304,images/1988/tt0095304.jpg
Without a Clue,1988,"Comedy, Crime, Mystery",tt0096454,images/1988/tt0096454.jpg
The Last Temptation of Christ,1988,Drama,tt0095497,images/1988/tt0095497.jpg
Satisfaction,1988,"Comedy, Music, Romance",tt0096037,images/1988/tt0096037.jpg
The Blob,1988,"Action, Horror, Sci-Fi",tt0094761,images/1988/tt0094761.jpg
Dead Ringers,1988,"Drama, Thriller",tt0094964,images/1988/tt0094964.jpg
A New Life,1988,Comedy,tt0095726,images/1988/tt0095726.jpg
Stealing Home,1988,"Drama, Romance, Sport",tt0096171,images/1988/tt0096171.jpg
Phantasm II,1988,"Action, Fantasy, Horror",tt0095863,images/1988/tt0095863.jpg
Off Limits,1988,"Action, Thriller, War",tt0095774,images/1988/tt0095774.jpg
Women on the Verge of a Nervous Breakdown,1988,"Comedy, Drama",tt0095675,images/1988/tt0095675.jpg
A Cry in the Dark,1988,Drama,tt0094924,images/1988/tt0094924.jpg
Fresh Horses,1988,Drama,tt0095178,images/1988/tt0095178.jpg
Hot to Trot,1988,"Comedy, Fantasy",tt0095326,images/1988/tt0095326.jpg
Mac and Me,1988,"Adventure, Family, Fantasy",tt0095560,images/1988/tt0095560.jpg
The Unholy,1988,Horror,tt0096340,images/1988/tt0096340.jpg
A Night in the Life of Jimmy Reardon,1988,"Comedy, Drama, Romance",tt0095736,images/1988/tt0095736.jpg
Braddock: Missing in Action III,1988,"Action, War",tt0094792,images/1988/tt0094792.jpg
1969,1988,"Drama, War",tt0094594,images/1988/tt0094594.jpg
The Rescue,1988,"Action, Adventure, Drama",tt0095981,images/1988/tt0095981.jpg
Eight Men Out,1988,"Drama, History, Sport",tt0095082,images/1988/tt0095082.jpg
Elvira: Mistress of the Dark,1988,"Comedy, Horror",tt0095088,images/1988/tt0095088.jpg
Heartbreak Hotel,1988,"Comedy, Musical, Romance",tt0095288,images/1988/tt0095288.jpg
Monkey Shines,1988,"Drama, Horror, Sci-Fi",tt0095652,images/1988/tt0095652.jpg
Hero and the Terror,1988,"Action, Crime, Drama",tt0095296,images/1988/tt0095296.jpg
Clara's Heart,1988,Drama,tt0094882,images/1988/tt0094882.jpg
Torch Song Trilogy,1988,"Comedy, Drama, Romance",tt0096289,images/1988/tt0096289.jpg
The Good Mother,1988,"Drama, Romance",tt0095238,images/1988/tt0095238.jpg
Sunset,1988,"Crime, Mystery, Thriller",tt0096193,images/1988/tt0096193.jpg
Bat*21,1988,"Drama, War",tt0094712,images/1988/tt0094712.jpg
Memories of Me,1988,"Comedy, Drama",tt0095613,images/1988/tt0095613.jpg
Feds,1988,"Comedy, Crime",tt0095145,images/1988/tt0095145.jpg
Sweet Hearts Dance,1988,"Comedy, Drama, Romance",tt0096200,images/1988/tt0096200.jpg
Imagine: John Lennon,1988,"Documentary, Biography, Music",tt0095360,images/1988/tt0095360.jpg
Dead Heat,1988,"Action, Comedy, Horror",tt0094961,images/1988/tt0094961.jpg
Tougher Than Leather,1988,"Crime, Drama, Music",tt0096291,images/1988/tt0096291.jpg
The New Adventures of Pippi Longstocking,1988,"Family, Adventure, Fantasy",tt0093744,images/1988/tt0093744.jpg
Madame Sousatzka,1988,"Drama, Music",tt0095564,images/1988/tt0095564.jpg
Things Change,1988,"Comedy, Crime, Drama",tt0096259,images/1988/tt0096259.jpg
The Big Blue,1988,"Action, Adventure, Drama",tt0095250,images/1988/tt0095250.jpg
Talk Radio,1988,Drama,tt0096219,images/1988/tt0096219.jpg
Pumpkinhead,1988,"Fantasy, Horror",tt0095925,images/1988/tt0095925.jpg
Dominick and Eugene,1988,Drama,tt0095050,images/1988/tt0095050.jpg
Messenger of Death,1988,"Action, Crime, Thriller",tt0095626,images/1988/tt0095626.jpg
Running on Empty,1988,"Crime, Drama, Music",tt0096018,images/1988/tt0096018.jpg
18 Again!,1988,"Comedy, Fantasy, Romance",tt0094593,images/1988/tt0094593.jpg
Kansas,1988,"Crime, Drama, Romance",tt0095428,images/1988/tt0095428.jpg
A World Apart,1988,Drama,tt0096464,images/1988/tt0096464.jpg
Bird,1988,"Biography, Drama, Music",tt0094747,images/1988/tt0094747.jpg
Salaam Bombay!,1988,"Crime, Drama",tt0096028,images/1988/tt0096028.jpg
The Moderns,1988,"Comedy, Drama, Romance",tt0095649,images/1988/tt0095649.jpg
Permanent Record,1988,"Drama, Music, Romance",tt0095853,images/1988/tt0095853.jpg
Vibes,1988,"Adventure, Comedy, Romance",tt0096378,images/1988/tt0096378.jpg
The Kiss,1988,"Drama, Fantasy, Horror",tt0095454,images/1988/tt0095454.jpg
Stormy Monday,1988,"Crime, Drama, Music",tt0096180,images/1988/tt0096180.jpg
Little Nikita,1988,"Drama, Thriller",tt0095532,images/1988/tt0095532.jpg
Lady in White,1988,"Fantasy, Horror, Mystery",tt0095484,images/1988/tt0095484.jpg
Another Woman,1988,Drama,tt0094663,images/1988/tt0094663.jpg
A Handful of Dust,1988,"Drama, Romance",tt0095274,images/1988/tt0095274.jpg
Two Moon Junction,1988,"Drama, Romance",tt0096324,images/1988/tt0096324.jpg
Pascali's Island,1988,Drama,tt0095827,images/1988/tt0095827.jpg
Platoon Leader,1988,"War, Drama",tt0095877,images/1988/tt0095877.jpg
Midnight Crossing,1988,"Mystery, Thriller",tt0095629,images/1988/tt0095629.jpg
Patty Hearst,1988,"Biography, Drama",tt0095836,images/1988/tt0095836.jpg
Mr. North,1988,"Comedy, Drama",tt0095665,images/1988/tt0095665.jpg
A Time of Destiny,1988,"Drama, War",tt0096271,images/1988/tt0096271.jpg
The Thin Blue Line,1988,"Documentary, Crime, Drama",tt0096257,images/1988/tt0096257.jpg
The Lair of the White Worm,1988,"Comedy, Horror",tt0095488,images/1988/tt0095488.jpg
The Wrong Guys,1988,Comedy,tt0096466,images/1988/tt0096466.jpg
Appointment with Death,1988,"Crime, Drama, Mystery",tt0094669,images/1988/tt0094669.jpg
Watchers,1988,"Action, Horror, Sci-Fi",tt0096425,images/1988/tt0096425.jpg
Waxwork,1988,"Comedy, Horror",tt0096426,images/1988/tt0096426.jpg
The Boost,1988,"Drama, Romance",tt0094783,images/1988/tt0094783.jpg
And God Created Woman,1988,"Comedy, Drama, Romance",tt0092559,images/1988/tt0092559.jpg
Split Decisions,1988,"Action, Drama",tt0096161,images/1988/tt0096161.jpg
Maniac Cop,1988,"Action, Crime, Horror",tt0095583,images/1988/tt0095583.jpg
Spellbinder,1988,"Drama, Horror, Romance",tt0096152,images/1988/tt0096152.jpg
Da,1988,"Drama, Fantasy",tt0094934,images/1988/tt0094934.jpg
Spike of Bensonhurst,1988,"Comedy, Drama",tt0096156,images/1988/tt0096156.jpg
Tiger Cage,1988,"Action, Comedy, Crime",tt0096236,images/1988/tt0096236.jpg
Powaqqatsi,1988,"Documentary, Music",tt0095895,images/1988/tt0095895.jpg
Pound Puppies and the Legend of Big Paw,1988,"Animation, Comedy, Family",tt0095894,images/1988/tt0095894.jpg
Buster,1988,"Adventure, Biography, Comedy",tt0094819,images/1988/tt0094819.jpg
The House on Carroll Street,1988,"Drama, Thriller",tt0095333,images/1988/tt0095333.jpg
Full Moon in Blue Water,1988,"Comedy, Drama, Romance",tt0095186,images/1988/tt0095186.jpg
Track 29,1988,"Drama, Mystery",tt0096294,images/1988/tt0096294.jpg
Tiger Warsaw,1988,Drama,tt0096267,images/1988/tt0096267.jpg
Aloha Summer,1988,"Comedy, Drama",tt0094637,images/1988/tt0094637.jpg
Some Girls,1988,"Comedy, Drama, Romance",tt0098356,images/1988/tt0098356.jpg
The Decline of Western Civilization Part II: The Metal Years,1988,"Documentary, Music",tt0094980,images/1988/tt0094980.jpg
The Family Album,1988,Documentary,tt0346962,images/1988/tt0346962.jpg
The Deceivers,1988,"Adventure, Drama, Thriller",tt0094979,images/1988/tt0094979.jpg
Women in Prison,1988,"Crime, Drama",tt0095905,images/1988/tt0095905.jpg
Tapeheads,1988,"Comedy, Music",tt0096223,images/1988/tt0096223.jpg
Journey to the Promised Land,1988,"Animation, Short, Biography",tt1454113,images/1988/tt1454113.jpg
The Chocolate War,1988,Drama,tt0094869,images/1988/tt0094869.jpg
Illegally Yours,1988,Comedy,tt0095357,images/1988/tt0095357.jpg
Call Me,1988,"Drama, Thriller",tt0094827,images/1988/tt0094827.jpg
Mondo New York,1988,"Documentary, Comedy, Music",tt0093558,images/1988/tt0093558.jpg
Miles from Home,1988,"Action, Crime, Drama",tt0095640,images/1988/tt0095640.jpg
Rocket Gibraltar,1988,Drama,tt0096003,images/1988/tt0096003.jpg
Seven Hours to Judgment,1988,"Action, Crime, Drama",tt0096072,images/1988/tt0096072.jpg
Pass the Ammo,1988,Comedy,tt0095832,images/1988/tt0095832.jpg
The Blue Iguana,1988,"Action, Comedy, Mystery",tt0094768,images/1988/tt0094768.jpg
The Beast of War,1988,War,tt0094716,images/1988/tt0094716.jpg
Taffin,1988,"Action, Thriller",tt0096211,images/1988/tt0096211.jpg
Gor II,1988,"Action, Fantasy, Sci-Fi",tt0098048,images/1988/tt0098048.jpg
Distant Thunder,1988,Drama,tt0095036,images/1988/tt0095036.jpg
Hanna's War,1988,"Biography, Drama, War",tt0095275,images/1988/tt0095275.jpg
Consuming Passions,1988,Comedy,tt0094907,images/1988/tt0094907.jpg
The Telephone,1988,"Comedy, Drama",tt0096241,images/1988/tt0096241.jpg
Amsterdamned,1988,"Action, Horror, Thriller",tt0094651,images/1988/tt0094651.jpg
Doin' Time on Planet Earth,1988,Comedy,tt0095047,images/1988/tt0095047.jpg
We Think the World of You,1988,Comedy,tt0096427,images/1988/tt0096427.jpg
Haunted Summer,1988,"Drama, Romance",tt0095280,images/1988/tt0095280.jpg
The Prince of Pennsylvania,1988,"Comedy, Drama",tt0095903,images/1988/tt0095903.jpg
After School,1988,Drama,tt0096770,images/1988/tt0096770.jpg
State Park,1988,Comedy,tt0100684,images/1988/tt0100684.jpg
Batman,1989,"Action, Adventure",tt0096895,images/1989/tt0096895.jpg
Indiana Jones and the Last Crusade,1989,"Action, Adventure, Fantasy",tt0097576,images/1989/tt0097576.jpg
Lethal Weapon 2,1989,"Action, Crime, Thriller",tt0097733,images/1989/tt0097733.jpg
Look Who's Talking,1989,"Comedy, Romance",tt0097778,images/1989/tt0097778.jpg
"Honey, I Shrunk the Kids",1989,"Adventure, Comedy, Family",tt0097523,images/1989/tt0097523.jpg
Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",tt0096874,images/1989/tt0096874.jpg
Ghostbusters II,1989,"Comedy, Fantasy, Sci-Fi",tt0097428,images/1989/tt0097428.jpg
Driving Miss Daisy,1989,"Comedy, Drama",tt0097239,images/1989/tt0097239.jpg
Parenthood,1989,"Comedy, Drama",tt0098067,images/1989/tt0098067.jpg
Dead Poets Society,1989,"Comedy, Drama",tt0097165,images/1989/tt0097165.jpg
When Harry Met Sally...,1989,"Comedy, Drama, Romance",tt0098635,images/1989/tt0098635.jpg
The War of the Roses,1989,"Comedy, Romance",tt0098621,images/1989/tt0098621.jpg
The Little Mermaid,1989,"Animation, Family, Fantasy",tt0097757,images/1989/tt0097757.jpg
Steel Magnolias,1989,"Comedy, Drama, Romance",tt0098384,images/1989/tt0098384.jpg
National Lampoon's Christmas Vacation,1989,Comedy,tt0097958,images/1989/tt0097958.jpg
Turner & Hooch,1989,"Comedy, Crime, Drama",tt0098536,images/1989/tt0098536.jpg
Born on the Fourth of July,1989,"Biography, Drama, War",tt0096969,images/1989/tt0096969.jpg
Uncle Buck,1989,Comedy,tt0098554,images/1989/tt0098554.jpg
Field of Dreams,1989,"Drama, Family, Fantasy",tt0097351,images/1989/tt0097351.jpg
Tango & Cash,1989,"Action, Comedy, Crime",tt0098439,images/1989/tt0098439.jpg
Harlem Nights,1989,"Comedy, Crime, Drama",tt0097481,images/1989/tt0097481.jpg
Sea of Love,1989,"Crime, Drama, Mystery",tt0098273,images/1989/tt0098273.jpg
Pet Sematary,1989,"Fantasy, Horror",tt0098084,images/1989/tt0098084.jpg
The Abyss,1989,"Adventure, Drama, Sci-Fi",tt0096754,images/1989/tt0096754.jpg
Star Trek V: The Final Frontier,1989,"Action, Adventure, Sci-Fi",tt0098382,images/1989/tt0098382.jpg
Major League,1989,"Comedy, Sport",tt0097815,images/1989/tt0097815.jpg
"See No Evil, Hear No Evil",1989,"Comedy, Crime",tt0098282,images/1989/tt0098282.jpg
Black Rain,1989,"Action, Crime, Thriller",tt0096933,images/1989/tt0096933.jpg
Always,1989,"Drama, Fantasy, Romance",tt0096794,images/1989/tt0096794.jpg
K-9,1989,"Action, Comedy, Crime",tt0097637,images/1989/tt0097637.jpg
Three Fugitives,1989,"Action, Comedy",tt0098471,images/1989/tt0098471.jpg
Bill & Ted's Excellent Adventure,1989,"Adventure, Comedy, Music",tt0096928,images/1989/tt0096928.jpg
"The Karate Kid, Part III",1989,"Action, Drama, Family",tt0097647,images/1989/tt0097647.jpg
The 'Burbs,1989,"Comedy, Mystery, Thriller",tt0096734,images/1989/tt0096734.jpg
Fletch Lives,1989,"Comedy, Mystery, Crime",tt0097366,images/1989/tt0097366.jpg
Licence to Kill,1989,"Action, Adventure, Thriller",tt0097742,images/1989/tt0097742.jpg
Lean on Me,1989,Drama,tt0097722,images/1989/tt0097722.jpg
Don't Feed the Bear,1989,"Animation, Short",tt1503141,images/1989/tt1503141.jpg
Weekend at Bernie's,1989,Comedy,tt0098627,images/1989/tt0098627.jpg
Road House,1989,"Action, Thriller",tt0098206,images/1989/tt0098206.jpg
The Dream Team,1989,Comedy,tt0097235,images/1989/tt0097235.jpg
Do the Right Thing,1989,Drama,tt0097216,images/1989/tt0097216.jpg
All Dogs Go to Heaven,1989,"Animation, Comedy, Drama",tt0096787,images/1989/tt0096787.jpg
Glory,1989,"Drama, History, War",tt0097441,images/1989/tt0097441.jpg
"Sex, Lies, and Videotape",1989,Drama,tt0098724,images/1989/tt0098724.jpg
A Nightmare on Elm Street 5: The Dream Child,1989,"Horror, Thriller",tt0097981,images/1989/tt0097981.jpg
Dad,1989,"Drama, Comedy",tt0097142,images/1989/tt0097142.jpg
Lock Up,1989,"Action, Crime, Drama",tt0097770,images/1989/tt0097770.jpg
Cousins,1989,"Comedy, Romance",tt0097116,images/1989/tt0097116.jpg
Say Anything...,1989,"Comedy, Drama, Romance",tt0098258,images/1989/tt0098258.jpg
An Innocent Man,1989,"Action, Crime, Drama",tt0097579,images/1989/tt0097579.jpg
The Fly II,1989,"Horror, Sci-Fi",tt0097368,images/1989/tt0097368.jpg
Skin Deep,1989,"Comedy, Drama, Romance",tt0098343,images/1989/tt0098343.jpg
Blaze,1989,"Biography, Drama",tt0096943,images/1989/tt0096943.jpg
Her Alibi,1989,"Comedy, Crime, Mystery",tt0097500,images/1989/tt0097500.jpg
Casualties of War,1989,"Crime, Drama, War",tt0097027,images/1989/tt0097027.jpg
Prancer,1989,"Drama, Family, Fantasy",tt0098115,images/1989/tt0098115.jpg
The Fabulous Baker Boys,1989,"Drama, Music, Romance",tt0097322,images/1989/tt0097322.jpg
Crimes and Misdemeanors,1989,"Comedy, Drama",tt0097123,images/1989/tt0097123.jpg
Shocker,1989,"Comedy, Horror, Thriller",tt0098320,images/1989/tt0098320.jpg
Chances Are,1989,"Comedy, Fantasy, Romance",tt0097044,images/1989/tt0097044.jpg
No Holds Barred,1989,Action,tt0097987,images/1989/tt0097987.jpg
Next of Kin,1989,"Action, Crime, Thriller",tt0097967,images/1989/tt0097967.jpg
Leviathan,1989,"Adventure, Horror, Mystery",tt0097737,images/1989/tt0097737.jpg
She-Devil,1989,Comedy,tt0098309,images/1989/tt0098309.jpg
My Left Foot,1989,"Biography, Drama",tt0097937,images/1989/tt0097937.jpg
Kickboxer,1989,"Action, Sport",tt0097659,images/1989/tt0097659.jpg
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Horror,tt0097388,images/1989/tt0097388.jpg
The Wizard,1989,"Adventure, Comedy, Drama",tt0098663,images/1989/tt0098663.jpg
Great Balls of Fire!,1989,"Biography, Drama, Music",tt0097457,images/1989/tt0097457.jpg
Family Business,1989,"Comedy, Crime, Drama",tt0097328,images/1989/tt0097328.jpg
Pink Cadillac,1989,"Action, Comedy, Crime",tt0098097,images/1989/tt0098097.jpg
She's Out of Control,1989,Comedy,tt0098308,images/1989/tt0098308.jpg
Halloween 5,1989,"Horror, Thriller",tt0097474,images/1989/tt0097474.jpg
Gross Anatomy,1989,Drama,tt0097458,images/1989/tt0097458.jpg
Police Academy 6: City Under Siege,1989,"Comedy, Crime",tt0098105,images/1989/tt0098105.jpg
Who's Harry Crumb?,1989,"Comedy, Crime, Mystery",tt0098645,images/1989/tt0098645.jpg
New York Stories,1989,"Comedy, Drama, Romance",tt0097965,images/1989/tt0097965.jpg
The Package,1989,"Action, Crime, Drama",tt0098051,images/1989/tt0098051.jpg
We're No Angels,1989,"Comedy, Crime",tt0098625,images/1989/tt0098625.jpg
Cyborg,1989,"Action, Sci-Fi, Thriller",tt0097138,images/1989/tt0097138.jpg
Henry V,1989,"Action, Biography, Drama",tt0097499,images/1989/tt0097499.jpg
Tap,1989,"Comedy, Drama, Music",tt0098442,images/1989/tt0098442.jpg
Renegades,1989,"Action, Crime, Drama",tt0098188,images/1989/tt0098188.jpg
Scandal,1989,"Drama, History",tt0098260,images/1989/tt0098260.jpg
True Believer,1989,"Drama, Crime",tt0098524,images/1989/tt0098524.jpg
Troop Beverly Hills,1989,"Adventure, Comedy",tt0098519,images/1989/tt0098519.jpg
Cheetah,1989,"Adventure, Family",tt0097053,images/1989/tt0097053.jpg
DeepStar Six,1989,"Action, Horror, Sci-Fi",tt0097179,images/1989/tt0097179.jpg
Dead Bang,1989,"Action, Crime, Drama",tt0097166,images/1989/tt0097166.jpg
Dead Calm,1989,Thriller,tt0097162,images/1989/tt0097162.jpg
Enemies: A Love Story,1989,"Comedy, Drama, Romance",tt0097276,images/1989/tt0097276.jpg
Disorganized Crime,1989,"Action, Comedy, Crime",tt0097211,images/1989/tt0097211.jpg
Johnny Handsome,1989,"Crime, Drama, Thriller",tt0097626,images/1989/tt0097626.jpg
Relentless,1989,"Crime, Thriller",tt0098184,images/1989/tt0098184.jpg
Music Box,1989,"Crime, Drama, Thriller",tt0100211,images/1989/tt0100211.jpg
UHF,1989,"Comedy, Drama",tt0098546,images/1989/tt0098546.jpg
Shirley Valentine,1989,"Comedy, Drama, Romance",tt0098319,images/1989/tt0098319.jpg
Immediate Family,1989,Drama,tt0097567,images/1989/tt0097567.jpg
Millennium,1989,"Drama, Mystery, Sci-Fi",tt0097883,images/1989/tt0097883.jpg
Dream a Little Dream,1989,"Comedy, Drama, Romance",tt0097236,images/1989/tt0097236.jpg
Second Sight,1989,"Comedy, Mystery, Sci-Fi",tt0098276,images/1989/tt0098276.jpg
Let It Ride,1989,"Comedy, Action",tt0097731,images/1989/tt0097731.jpg
See You in the Morning,1989,"Drama, Romance",tt0098283,images/1989/tt0098283.jpg
Drugstore Cowboy,1989,"Crime, Drama",tt0097240,images/1989/tt0097240.jpg
The January Man,1989,"Action, Crime, Mystery",tt0097613,images/1989/tt0097613.jpg
The Mighty Quinn,1989,"Action, Crime, Drama",tt0097880,images/1989/tt0097880.jpg
Staying Together,1989,"Comedy, Drama",tt0098383,images/1989/tt0098383.jpg
Listen to Me,1989,"Drama, Romance",tt0097756,images/1989/tt0097756.jpg
Loverboy,1989,Comedy,tt0097790,images/1989/tt0097790.jpg
A Dry White Season,1989,"Drama, Thriller",tt0097243,images/1989/tt0097243.jpg
Worth Winning,1989,"Comedy, Romance",tt0098678,images/1989/tt0098678.jpg
Old Gringo,1989,"Adventure, History, Romance",tt0098022,images/1989/tt0098022.jpg
Fat Man and Little Boy,1989,"Biography, Drama, History",tt0097336,images/1989/tt0097336.jpg
Physical Evidence,1989,"Crime, Mystery, Romance",tt0098093,images/1989/tt0098093.jpg
In Country,1989,"Drama, Romance, War",tt0097570,images/1989/tt0097570.jpg
Kinjite: Forbidden Subjects,1989,"Action, Crime, Drama",tt0097670,images/1989/tt0097670.jpg
Rude Awakening,1989,Comedy,tt0098230,images/1989/tt0098230.jpg
Gleaming the Cube,1989,"Action, Drama, Mystery",tt0097438,images/1989/tt0097438.jpg
Farewell to the King,1989,"Action, Adventure, Drama",tt0097334,images/1989/tt0097334.jpg
Sing,1989,Drama,tt0098335,images/1989/tt0098335.jpg
Scenes from the Class Struggle in Beverly Hills,1989,Comedy,tt0098261,images/1989/tt0098261.jpg
Jacknife,1989,Drama,tt0097607,images/1989/tt0097607.jpg
Rooftops,1989,"Action, Drama",tt0098222,images/1989/tt0098222.jpg
Winter People,1989,Drama,tt0098659,images/1989/tt0098659.jpg
Erik the Viking,1989,"Comedy, Adventure, Fantasy",tt0097289,images/1989/tt0097289.jpg
Communion,1989,"Biography, Drama, Horror",tt0097100,images/1989/tt0097100.jpg
Breaking In,1989,"Adventure, Comedy",tt0096976,images/1989/tt0096976.jpg
Cookie,1989,"Comedy, Crime",tt0097109,images/1989/tt0097109.jpg
Miss Firecracker,1989,Comedy,tt0097892,images/1989/tt0097892.jpg
Bloodfist,1989,"Action, Sport",tt0096952,images/1989/tt0096952.jpg
The Horror Show,1989,Horror,tt0097527,images/1989/tt0097527.jpg
Best of the Best,1989,"Action, Drama, Sport",tt0096913,images/1989/tt0096913.jpg
How I Got Into College,1989,"Comedy, Romance",tt0097530,images/1989/tt0097530.jpg
Mystery Train,1989,"Comedy, Crime, Drama",tt0097940,images/1989/tt0097940.jpg
True Love,1989,"Comedy, Romance",tt0098528,images/1989/tt0098528.jpg
Romero,1989,"Biography, Crime, Drama",tt0098219,images/1989/tt0098219.jpg
Babar: The Movie,1989,"Animation, Adventure, Family",tt0096869,images/1989/tt0096869.jpg
Queen of Hearts,1989,Comedy,tt0098153,images/1989/tt0098153.jpg
Valmont,1989,"Drama, Romance",tt0098575,images/1989/tt0098575.jpg
Heart of Dixie,1989,Drama,tt0097490,images/1989/tt0097490.jpg
Wired,1989,"Biography, Comedy, Drama",tt0098660,images/1989/tt0098660.jpg
Welcome Home,1989,Drama,tt0098631,images/1989/tt0098631.jpg
Getting It Right,1989,"Comedy, Drama",tt0097424,images/1989/tt0097424.jpg
American Ninja 3: Blood Hunt,1989,"Action, Drama",tt0096804,images/1989/tt0096804.jpg
Parents,1989,"Comedy, Horror, Mystery",tt0098068,images/1989/tt0098068.jpg
Crack House,1989,"Action, Crime, Drama",tt0097119,images/1989/tt0097119.jpg
The Terror Within,1989,"Horror, Sci-Fi",tt0096246,images/1989/tt0096246.jpg
Little Monsters,1989,"Comedy, Adventure, Family",tt0097758,images/1989/tt0097758.jpg
The Toxic Avenger Part II,1989,"Comedy, Horror, Sci-Fi",tt0098503,images/1989/tt0098503.jpg
For All Mankind,1989,"Documentary, History",tt0097372,images/1989/tt0097372.jpg
Eddie and the Cruisers II: Eddie Lives!,1989,"Drama, Music, Romance",tt0097262,images/1989/tt0097262.jpg
Slaves of New York,1989,Drama,tt0098347,images/1989/tt0098347.jpg
The Rainbow,1989,"Action, Drama, Romance",tt0098165,images/1989/tt0098165.jpg
How to Get Ahead in Advertising,1989,"Comedy, Fantasy",tt0097531,images/1989/tt0097531.jpg
Triumph of the Spirit,1989,"Biography, Drama, History",tt0098513,images/1989/tt0098513.jpg
The Toxic Avenger Part III: The Last Temptation of Toxie,1989,"Comedy, Horror, Sci-Fi",tt0098502,images/1989/tt0098502.jpg
Night Game,1989,"Thriller, Crime, Drama",tt0097971,images/1989/tt0097971.jpg
Powwow Highway,1989,Drama,tt0098112,images/1989/tt0098112.jpg
Kill Me Again,1989,"Action, Crime, Drama",tt0097662,images/1989/tt0097662.jpg
Heavy Petting,1989,Documentary,tt0095289,images/1989/tt0095289.jpg
A Chorus of Disapproval,1989,"Comedy, Drama, Musical",tt0094871,images/1989/tt0094871.jpg
The Rachel Papers,1989,"Drama, Romance",tt0098160,images/1989/tt0098160.jpg
Beverly Hills Brats,1989,Comedy,tt0096918,images/1989/tt0096918.jpg
The Experts,1989,Comedy,tt0097314,images/1989/tt0097314.jpg
Night Visitor,1989,"Comedy, Horror, Thriller",tt0100254,images/1989/tt0100254.jpg
The Big Picture,1989,"Comedy, Drama, Romance",tt0096926,images/1989/tt0096926.jpg
Race for Glory,1989,Action,tt0098158,images/1989/tt0098158.jpg
Signs of Life,1989,Drama,tt0098330,images/1989/tt0098330.jpg
Mind Games,1989,Thriller,tt0097885,images/1989/tt0097885.jpg
After Midnight,1989,"Horror, Thriller",tt0096769,images/1989/tt0096769.jpg
"Bert Rigby, You're a Fool",1989,"Comedy, Musical",tt0096911,images/1989/tt0096911.jpg
When the Whales Came,1989,Drama,tt0098638,images/1989/tt0098638.jpg
Ten Little Indians,1989,"Crime, Mystery, Thriller",tt0098454,images/1989/tt0098454.jpg
Bloodhounds of Broadway,1989,"Comedy, Drama, Romance",tt0096953,images/1989/tt0096953.jpg
Animal Behavior,1989,"Comedy, Romance",tt0096820,images/1989/tt0096820.jpg
New Year's Day,1989,"Comedy, Drama",tt0097964,images/1989/tt0097964.jpg
Checking Out,1989,Comedy,tt0097052,images/1989/tt0097052.jpg
Teen Witch,1989,"Comedy, Fantasy, Romance",tt0098453,images/1989/tt0098453.jpg
Blood Red,1989,"Drama, Romance, Western",tt0096951,images/1989/tt0096951.jpg
Far from Home,1989,"Crime, Drama, Mystery",tt0097332,images/1989/tt0097332.jpg
High Stakes,1989,Thriller,tt0097507,images/1989/tt0097507.jpg
Hit List,1989,"Thriller, Action",tt0095311,images/1989/tt0095311.jpg
Home Alone,1990,"Comedy, Family",tt0099785,images/1990/tt0099785.jpg
Ghost,1990,"Drama, Fantasy, Romance",tt0099653,images/1990/tt0099653.jpg
Dances with Wolves,1990,"Adventure, Drama, Western",tt0099348,images/1990/tt0099348.jpg
Pretty Woman,1990,"Comedy, Romance",tt0100405,images/1990/tt0100405.jpg
Teenage Mutant Ninja Turtles,1990,"Action, Adventure, Comedy",tt0100758,images/1990/tt0100758.jpg
The Hunt for Red October,1990,"Action, Adventure, Thriller",tt0099810,images/1990/tt0099810.jpg
